Key,Solve Time (ms),Precond Time (ms),#Iteration,Matrix Size
PCG-ic-cpu,105.9957,2.0967,480.0,8192
PCG-ic-cpu,60.0712,2.3677,232.0,8192
PCG-ic-cuda,125.6442,41.9702,210.0,8192
PCG-ic-cuda,118.4727,2.0971,198.0,8192
PCG-ic-cuda,119.4811,2.0887,200.0,8192
PCG-ic-cuda,123.3382,2.2337,206.0,8192
PCG-ic-cuda,121.6306,2.2164,203.0,8192
PCG-ic-cuda,121.8953,2.1504,204.0,8192
PCG-ic-cuda,117.828,2.0994,197.0,8192
PCG-ic-cuda,114.7904,2.2457,192.0,8192
PCG-ic-cuda,113.5959,2.1355,190.0,8192
PCG-ic-cuda,116.5675,2.1288,195.0,8192
PCG-ic-cuda,247.1099,2.1136,411.0,8192
PCG-ic-cuda,120.1737,2.1066,201.0,8192
PCG-ic-cuda,120.6398,2.1168,202.0,8192
PCG-ic-cuda,161.4467,2.1931,269.0,8192
PCG-ic-cuda,114.2099,2.1005,191.0,8192
PCG-ic-cuda,136.3477,2.1593,228.0,8192
PCG-ic-cuda,130.982,2.1229,219.0,8192
PCG-ic-cuda,118.2267,2.2072,197.0,8192
Neural,60.1959,41.9702,342.0,8192
Neural,55.9273,2.0971,326.0,8192
Neural,53.4985,2.0887,327.0,8192
Neural,56.7996,2.2337,341.0,8192
Neural,56.2003,2.2164,328.0,8192
Neural,56.6222,2.1504,333.0,8192
Neural,55.4876,2.0994,325.0,8192
Neural,55.3863,2.2457,316.0,8192
Neural,54.3076,2.1355,312.0,8192
Neural,54.298,2.1288,319.0,8192
Neural,63.5656,2.1136,365.0,8192
Neural,57.8157,2.1066,336.0,8192
Neural,55.666,2.1168,331.0,8192
Neural,62.9456,2.1931,360.0,8192
Neural,53.3902,2.1005,312.0,8192
Neural,65.623,2.1593,377.0,8192
Neural,66.5096,2.1229,400.0,8192
Neural,58.6986,2.2072,336.0,8192
Neural+CUDA,44.3854,41.9702,342.0,8192
Neural+CUDA,42.7514,2.0971,326.0,8192
Neural+CUDA,42.8399,2.0887,327.0,8192
Neural+CUDA,44.5567,2.2337,341.0,8192
Neural+CUDA,43.1423,2.2164,328.0,8192
Neural+CUDA,43.4252,2.1504,333.0,8192
Neural+CUDA,42.7175,2.0994,325.0,8192
Neural+CUDA,41.6337,2.2457,316.0,8192
Neural+CUDA,40.7553,2.1355,312.0,8192
Neural+CUDA,41.7148,2.1288,319.0,8192
Neural+CUDA,47.9978,2.1136,365.0,8192
Neural+CUDA,46.5561,2.1066,336.0,8192
Neural+CUDA,43.603,2.1168,331.0,8192
Neural+CUDA,46.9059,2.1931,360.0,8192
Neural+CUDA,40.5024,2.1005,312.0,8192
Neural+CUDA,48.9216,2.1593,377.0,8192
Neural+CUDA,44.0655,2.1229,400.0,8192
Neural+CUDA,41.616,2.2072,336.0,8192
